交易号,交易时间,收/支,金额,统计种类,支付状态,交易类型,交易对方,商品,交易来源
2021061222001469081419357635,2021/5/16 13:45,支出,8.5,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021061222001469081419210005,2021/5/29 12:41,支出,8.05,交通-打车,交易成功,即时到账交易,滴滴出行,滴滴快车-王师傅-05月29日行程,支付宝
2021061122001469081419138904,2021/5/29 22:24,支出,7.8,交通-打车,交易成功,即时到账交易,滴滴出行,滴滴快车-刘师傅-05月29日行程,支付宝
2021060822001469081417594668,2021/6/26 7:38,支出,10.37,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060722001469081416009553,2021/6/27 13:16,支出,8.02,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060622001469081416246713,2021/7/2 21:58,支出,12.44,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060622001469081416267423,2021/7/4 15:16,支出,11.98,交通-打车,交易成功,即时到账交易,滴滴出行,滴滴快车-郭师傅-07月04日行程,支付宝
2021060622001469081416278706,2021/7/17 9:27,支出,11.8,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060622001469081416272969,2021/7/17 13:38,支出,12.93,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060622001469081416248129,2021/7/17 17:15,支出,11.49,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060122001469081413372300,2021/7/18 9:20,支出,27.4,交通-打车,交易成功,即时到账交易,高德打车入驻商户,高德地图打车订单,支付宝
2021060622001169081416207939,2021/3/21 17:45,支出,50,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021061222001469081419010407,2021/4/5 17:58,支出,30,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060522001169081415923504,2021/4/15 15:39,支出,30,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
20210608200040011100080093258235,2021/4/19 12:00,支出,30,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060822001469081417602269,2021/4/23 6:27,支出,10,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021061322001469081419844559,2021/4/27 9:05,支出,10,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021061322001469081419859050,2021/4/28 7:28,支出,100,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060522001169081416169606,2021/5/10 19:09,支出,50,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021061222001469081419139993,2021/5/14 7:56,支出,30,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021061222001169081419411593,2021/5/18 9:08,支出,10,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060722001169081416858568,2021/5/21 18:34,支出,100,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021061422001469081420027471,2021/6/12 20:39,支出,30,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060322001469081414423093,2021/6/12 21:16,支出,30,交通-地铁,交易成功,即时到账交易,北京轨道交通路网管理有限公司,地铁互联网票务充值,支付宝
2021060722001469081416275041,2021/6/14 12:29,支出,10,交通-地铁,交易成功,即时到账交易,上海捷羿软件系统有限公司,北京一卡通充值,支付宝
2021060722001469081416250284,2021/6/14 15:56,支出,50,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060322001469081414477074,2021/6/24 18:44,支出,20,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060122001469081413851398,2021/6/26 6:56,支出,7,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
2021060622001169081416524362,2021/6/27 15:01,支出,100,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
4200001165202106131870457792,2021/7/4 18:33,支出,5,交通-地铁,交易成功,即时到账交易,北京轨道交通路网管理有限公司,地铁互联网票务发售,支付宝
4200001224202106143373782349,2021/7/12 21:36,支出,100,交通-地铁,支付成功,商户消费,黑狗科技,微信支付,微信
4200001152202106140416042477,2021/3/3 15:15,支出,8,交通-公交,交易成功,即时到账交易,邯郸市公共交通集团有限公司,公交-000502路 车号00017121 乘车时间:2021-03-03 15:15:54,支付宝
4200001147202106124759455714,2021/3/7 14:05,支出,2,交通-公交,交易成功,即时到账交易,邯郸市公共交通集团有限公司,公交-002902路 车号00017113 乘车时间:2021-03-07 14:05:31,支付宝
4200001025202106133202631711,2021/4/26 8:23,支出,12,交通-公交,支付成功,商户消费,万合集团邯郸宇驰公共交通有限公司,万合集团邯郸宇驰公共交通有限公司,微信
4200001019202106139918225319,2021/5/2 9:55,支出,1,交通-公交,交易成功,即时到账交易,呼和浩特市公共交通总公司,呼和浩特公交-K1路-26451车-2021-05-02 09:55:01,支付宝
4200001013202106133084156923,2021/5/23 9:42,支出,2,交通-公交,交易成功,即时到账交易,邯郸市公共交通集团有限公司,公交-001202路 车号00006205 乘车时间:2021-05-23 09:42:54,支付宝
4200001013202106124992119169,2021/5/23 12:20,支出,5,交通-公交,交易成功,即时到账交易,万合集团邯郸宇驰公共交通有限公司,万合集团邯郸宇驰公共交通有限公司,支付宝
4200001222202106142894475651,2021/8/4 19:25,支出,17,交通-公交,支付成功,商户消费,黑狗科技,微信支付,微信
4200001007202106127602891598,2021/2/3 9:44,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
4200001005202106129268843939,2021/2/9 10:38,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
100004990121061400058222243896499738,2021/2/15 13:38,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
100010710121061300058222425999690738,2021/3/1 13:03,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
100010710121061400058222249683693738,2021/3/7 9:44,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100010710121061300058222132086920738,2021/3/10 7:57,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
20210616200040011100080097616204,2021/3/10 8:32,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021061822001469081422617225,2021/3/10 9:00,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061822001469081422125914,2021/3/10 9:31,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061722001469081422039215,2021/3/13 10:20,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061922001469081422284670,2021/3/13 17:20,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061922001469081422832680,2021/3/13 17:34,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061922001469081422390506,2021/3/13 18:16,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061922001469081422498784,2021/3/13 18:56,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021061722001469081421288982,2021/3/21 15:31,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021061522001469081420490197,2021/3/27 15:13,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
4200001136202107049936423412,2021/3/27 15:20,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001131202107041273297873,2021/3/31 15:47,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
4200001129202107035162530617,2021/3/31 16:04,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001154202107032915655062,2021/4/1 17:24,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001207202106307674021447,2021/4/2 17:13,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001215202106287799621264,2021/4/3 21:51,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001168202106276727705778,2021/4/3 21:55,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001164202106268117099027,2021/4/4 10:51,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
4200001195202106243294900432,2021/4/4 11:03,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062622001469081427857744,2021/4/4 11:30,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062522001469081427515695,2021/4/4 21:55,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021070422001469081432108544,2021/4/5 16:24,支出,1,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021062622001169081428060469,2021/4/9 14:24,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021063022001469081430363257,2021/4/10 19:51,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062122001469081423564266,2021/4/11 10:00,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062922001469081429983848,2021/4/12 19:45,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021062922001469081428699166,2021/4/15 13:09,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062322001469081424870084,2021/4/16 11:50,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062222001469081424443877,2021/4/16 22:31,支出,2.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062222001469081424344313,2021/4/17 12:48,支出,3,交通-共享单车,已全额退款,商户消费,猎吧,押金充值,微信
2021062122001469081423484467,2021/4/17 12:49,支出,5,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021062122001469081423470366,2021/4/17 18:44,支出,2.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021070322001469081432004363,2021/4/17 22:04,支出,1,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021070222001169081431365272,2021/4/17 22:05,支出,1,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021070422001469081432540850,2021/4/18 7:44,支出,2,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021070322001469081431913321,2021/4/18 7:44,支出,29,交通-共享单车,支付成功,商户消费,猎吧,押金充值,微信
2021070322001469081431585150,2021/4/18 8:01,支出,4,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021070322001469081430942987,2021/4/18 22:07,收入,3,交通-共享单车,已全额退款,猎吧-退款,猎吧,猎吧,微信
2021070322001469081431977056,2021/4/19 12:10,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021070322001469081431192351,2021/4/19 15:59,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021070322001469081430942824,2021/4/20 21:19,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021063022001469081429847212,2021/4/26 14:26,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062722001469081427791767,2021/4/26 15:43,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062322001469081425204922,2021/4/27 9:15,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062422001169081425579198,2021/4/28 8:29,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021070422001469081431991836,2021/4/28 19:48,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021070222001469081430589266,2021/5/5 10:49,支出,2.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021070122001469081430542624,2021/5/5 11:02,支出,4,交通-共享单车,支付成功,商户消费,蜜雪冰城,销售单,微信
2021062722001469081428751003,2021/5/5 12:58,支出,5,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021062522001469081426254371,2021/5/6 7:54,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021062522001469081426298360,2021/5/9 11:25,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021062422001469081425101546,2021/5/10 8:05,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021062922001469081429980308,2021/5/14 8:48,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021070422001469081432482134,2021/5/15 22:21,支出,10,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
2021070422001469081432074680,2021/5/18 8:53,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021070222001469081431634974,2021/5/18 9:00,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021062722001469081427877966,2021/5/20 13:26,支出,12,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021062622001469081427877169,2021/5/20 13:34,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021070422001469081432334759,2021/5/21 8:47,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021070422001469081432007698,2021/5/21 20:49,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021062922001469081429071965,2021/5/24 8:46,支出,1.5,交通-共享单车,支付成功,商户消费,广州骑安,单车,微信
2021062422001469081425769962,2021/5/28 8:38,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
2021062722001469081427391353,2021/5/29 22:51,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
2021062422001469081424916943,2021/5/30 8:00,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
4200001171202107135358216679,2021/5/30 9:54,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100004990121071100058221944221060738,2021/5/30 11:10,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
100004990121071100058222444367862738,2021/5/31 8:55,支出,1.5,交通-共享单车,支付成功,商户消费,摩拜单车,车费代扣,微信
100003980121071300064221914752242738,2021/6/8 21:51,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100003990121071000064222183817068738,2021/7/3 11:54,支出,2,交通-共享单车,支付成功,商户消费,猎吧,充值,微信
100003990121071000064221900956573738,2021/7/4 11:23,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100003990121071000064222299697313738,2021/7/4 14:04,支出,1.5,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100003990121070800064222171650925738,2021/7/8 20:13,支出,1.5,交通-共享单车,支付成功,商户消费,美团,美团订单-21070811100400000026619292427015,微信
100005000121071200064222192310776738,2021/7/10 10:20,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100005000121070700064221984199832738,2021/7/10 15:25,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100005000121070700064222584141021738,2021/7/17 7:32,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100004990121071100058222143037465738,2021/7/23 19:37,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
1000039901000107086369083141261,2021/7/24 15:08,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
4200001197202107125593551932,2021/7/24 15:22,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
4200001218202107137523002021,2021/7/25 14:26,支出,1.47,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
100010710121071100058222141401239738,2021/7/27 19:22,支出,1.49,交通-共享单车,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,支付宝
4200001137202107085455037499,2021/3/14 8:26,支出,19.5,交通-共享汽车,交易成功,即时到账交易,华夏出行,摩范出行免密支付/自动扣款,支付宝
100010710121071100058222143051098738,2021/3/14 11:07,支出,21.5,交通-共享汽车,交易成功,即时到账交易,华夏出行,摩范出行免密支付/自动扣款,支付宝
4200001160202107073750259618,2021/4/17 11:44,支出,26,交通-共享汽车,交易成功,即时到账交易,华夏出行,摩范出行免密支付/自动扣款,支付宝
4200001176202107055497240388,2021/2/15 0:51,支出,16.5,交通-火车,交易成功,支付宝担保交易,阿斯兰票务专营店,蓟州北到天津北的火车票,支付宝
100004990121071100058222444178824738,2021/3/24 13:38,支出,49.5,交通-火车,交易成功,支付宝担保交易,阿斯兰票务专营店,北京南到天津的火车票,支付宝
100005000121071300064222400804554738,2021/5/23 9:49,支出,209,交通-火车,交易成功,支付宝担保交易,阿斯兰票务专营店,邯郸东到北京西的火车票,支付宝
1000050001202107051804280530378,2021/5/29 14:27,支出,58,交通-火车,交易成功,支付宝担保交易,阿斯兰票务专营店,天津南到北京南的火车票,支付宝
1000039901000107106186234852298,2021/5/29 15:06,支出,54.5,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
4200001218202107137633298283,2021/6/24 9:13,支出,78,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
100004990121071100058222543632491738,2021/6/24 9:17,支出,50,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,12306,支付宝
4200001222202107091414722185,2021/6/25 8:52,支出,54.5,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
100010710121071100058222543759975738,2021/6/25 8:55,支出,54.5,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
100010710121071100058222244313946738,2021/6/27 16:47,支出,109,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
100005000121070500064222659465693738,2021/7/1 14:19,支出,115.5,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
2021070722001469081125713718,2021/7/15 20:13,支出,14.5,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
2021071122001469081436221805,2021/7/15 20:30,支出,14.5,交通-火车,交易成功,即时到账交易,中国铁路网络有限公司,火车票,支付宝
2021071722001469081441558168,2021/4/23 14:04,支出,4.5,交通-客车,支付成功,商户消费,邯郸众驰,河北万合客运有限公司邯郸众驰分公司,微信
2021071822001469081443260155,2021/7/18 16:33,支出,40,交通-客车,交易成功,即时到账交易,天津市蓟州区四方达客运站有限公司,天津市蓟州区四方达客运站有限公司,支付宝
2021071822001469081443262324,2021/5/13 19:37,支出,2000,其他支出,朋友已收钱,转账,通州房管,转账备注:微信转账,微信
2021071822001469081443153454,2021/6/8 21:22,支出,1000,其他支出,交易成功,即时到账交易,美言英语yt,收钱码收款,支付宝
2021071822001469081443206665,2021/6/8 21:34,支出,1500,其他支出,交易成功,即时到账交易,?冰粥?(**泽),还款,支付宝
2021071822001469081443260078,2021/7/18 22:39,支出,0.5,其他支出,交易成功,即时到账交易,深圳市丰巢科技有限公司,快件保管费,支付宝
2021071722001469081442777441,2021/2/7 10:12,支出,110,生活-宾馆,交易成功,即时到账交易,高德酒店,高德地图酒店订单,支付宝
2021071722001469081441527424,2021/2/13 12:58,支出,207.96,生活-宾馆,交易成功,支付宝担保交易,广州印迹国旅专营店,速8酒店（天津蓟县商贸街鼓楼广场店）经济大床房,支付宝
2021071522001469081439225527,2021/2/13 15:03,支出,242,生活-宾馆,朋友已收钱,转账,速8酒店天津蓟州商贸街鼓楼广场店,转账备注:微信转账,微信
2021071022001469081434412778,2021/3/9 14:25,支出,60,生活-宾馆,朋友已收钱,转账,A 爱奇·艺宿 专属客服,转账备注:微信转账,微信
20210710200040011100080010320394,2021/4/13 9:16,支出,132.98,生活-宾馆,交易成功,即时到账交易,高德酒店,高德地图酒店订单,支付宝
2021071722001469081441557016,2021/5/5 10:09,支出,254,生活-宾馆,交易成功,即时到账交易,汉庭星空（上海）酒店管理有限公司,3003911210502215557845006X059NBO,支付宝
20210707200040011100080008797638,2021/5/28 14:57,支出,111,生活-宾馆,交易成功,即时到账交易,汉庭星空（上海）酒店管理有限公司,华住酒店订单9000456210528145719885006X05IPFC(9000456),支付宝
2021071822001469081443380643,2021/6/27 8:44,支出,114,生活-宾馆,交易成功,即时到账交易,汉庭星空（上海）酒店管理有限公司,9000456210626163230852006X05L2NB,支付宝
2021071622001469081441524787,2021/7/13 9:30,支出,100,生活-电费,支付成功,微信红包（群红包）,发出群红包,/,微信
2021071522001469081440421789,2021/8/1 19:37,支出,66,生活-电费,支付成功,微信红包（群红包）,发出群红包,/,微信
2021071522001469081440426501,2021/3/9 12:35,支出,240,生活-房租,交易成功,即时到账交易,住宿,三天房租,支付宝
2021071722001469081442837608,2021/5/12 21:50,支出,200,生活-房租,朋友已收钱,转账,A租房15652468553,转账备注:微信转账,微信
2021071022001469081435755520,2021/7/15 10:14,支出,5100,生活-房租,交易成功,即时到账交易,许闯,收钱码收款,支付宝
2021071022001469081435761019,2021/5/7 21:16,支出,61.5,生活-看病,交易成功,即时到账交易,北京嘉事堂连锁药店有限责任公司,北京嘉事堂(古城)-条码支付,支付宝
2021071822001469081443179574,2021/7/13 12:29,支出,0.2,生活-看病,交易成功,即时到账交易,北京东升天保堂连锁药店有限公司,北京东升天保堂连锁药店有限公司,支付宝
2021071822001469081443179360,2021/7/13 12:29,支出,39,生活-看病,交易成功,即时到账交易,北京东升天保堂连锁药店有限公司,北京东升天保堂连锁药店有限公司,支付宝
2021071722001469081443163135,2021/7/28 19:29,支出,25.6,生活-看病,交易成功,支付宝担保交易,饿了么,百康药房(中山店),支付宝
2021071722001469081441518146,2021/3/10 12:50,支出,40,生活-快递,交易成功,即时到账交易,菜鸟,菜鸟裹裹-寄件费_2360628191_4194699194629181,支付宝
2021071722001469081441555205,2021/3/10 12:50,支出,46,生活-快递,交易成功,即时到账交易,菜鸟,菜鸟裹裹-寄件费_2360628191_4195178610629181,支付宝
2021071722001469081441556762,2021/3/11 13:43,支出,61,生活-快递,交易成功,即时到账交易,菜鸟,菜鸟裹裹-寄件费_2360628191_4202569670629181,支付宝
2021071722001469081441513350,2021/3/27 16:00,支出,14,生活-快递,交易成功,即时到账交易,菜鸟,菜鸟裹裹-寄件费_2360628191_4316344949629181,支付宝
2021071622001469081441537461,2021/4/13 18:21,支出,21,生活-快递,支付成功,商户消费,顺丰速运,散单运费-顺丰速运,微信
2021070722001469081120959049,2021/5/8 20:16,支出,12,生活-快递,交易成功,即时到账交易,菜鸟,菜鸟裹裹-寄件费_2360628191_4602942711629181,支付宝
2021071822001469081443283562,2021/5/15 8:51,支出,85,生活-快递,交易成功,即时到账交易,北京快桔安运科技有限公司,滴滴货运费用,支付宝
2021071622001469081441568966,2021/5/21 9:29,支出,75,生活-快递,支付成功,商户消费,滴滴货运平台司机,滴滴货运费用,微信
2021071222001469081437985318,2021/5/22 11:21,支出,12,生活-快递,交易成功,即时到账交易,菜鸟,菜鸟裹裹-寄件费_2360628191_4711618526629181,支付宝
2021071322001469081438803808,2021/4/3 15:18,支出,400,生活-理发,支付成功,商户消费,自由空间美发,自由空间美发,微信
2021071322001469081438890573,2021/4/23 17:21,支出,10,生活-理发,已转账,扫二维码付款,A 白土木北造型15831022392,收款方备注:二维码收款,微信
2021071522001169081440708728,2021/6/12 17:13,支出,29.7,生活-理发,交易成功,支付宝担保交易,口碑,单人洗剪吹套餐，节假日通用，男女通用！,支付宝
2021071722001169081442887019,2021/7/22 19:30,支出,29.7,生活-理发,交易成功,支付宝担保交易,口碑,单人洗剪吹套餐，节假日通用，男女通用！,支付宝
2021071522001469081441538409,2021/3/25 16:05,收入,0.04,生活-其他,已存入零钱,微信红包,Bittersweet,/,微信
2021071322001169081438425305,2021/4/5 17:27,支出,1.5,生活-其他,支付成功,商户消费,怪兽充电,每24小时封顶30元,微信
2021071222001169081437107453,2021/4/24 17:43,支出,15,生活-其他,支付成功,商户消费,中国石化河北石油分公司,加油付款_邯郸峰峰第05站,微信
100004990121072500058221953223517738,2021/7/10 13:39,支出,70,生活-天然气,支付成功,微信红包（群红包）,发出群红包,/,微信
100004990121072500058222552619204738,2021/7/10 16:29,支出,10,生活-天然气,支付成功,微信红包（群红包）,发出群红包,/,微信
100010710121072500058222552643165738,2021/7/20 20:41,收入,40,生活-天然气,已存入零钱,转账,群聊"华兴园18-211家庭群"的A窗帘团购艾琳13269172758,转账备注:微信转账,微信
1000039801013107256166089748026,2021/1/4 20:48,支出,20,通讯-电话费,交易成功,支付宝担保交易,弘通话费充值专营店,156-3220-1831 河北联通 20元快充 自动充值 手机充值 即时到帐 快充,支付宝
100003980121080100064222212523239738,2021/1/6 19:43,支出,30,通讯-电话费,支付成功,商户消费,手机充值,30元手机话费-17803306279,微信
100003990121080700064222024756020738,2021/1/9 12:23,支出,31,通讯-电话费,支付成功,商户消费,新时代钻鑫SIM流量充值,账户充值,微信
4200001217202107208533952017,2021/3/9 19:54,支出,20,通讯-电话费,交易成功,支付宝担保交易,江山话费充值专营店,156-3220-1831 【闪电发货】河北联通话费充值20元自动快充,支付宝
4200001150202108040579239897,2021/4/1 16:38,支出,50,通讯-电话费,支付成功,商户消费,手机充值,50元手机话费-17302221598,微信
100004990121072500058222253318372738,2021/4/6 20:18,支出,30,通讯-电话费,支付成功,商户消费,手机充值,30元手机话费-15632201831,微信
100004990121072500058222152030070738,2021/4/22 11:24,支出,30,通讯-电话费,支付成功,商户消费,手机充值,30元手机话费-17803306279,微信
1000050001202107200803128053897,2021/5/6 10:58,支出,30,通讯-电话费,支付成功,商户消费,手机充值,30元手机话费-15632201831,微信
100004990121072500058222151896176738,2021/5/20 7:33,支出,100,通讯-电话费,支付成功,商户消费,深圳市中兴视通科技有限公司,话费-16710299679,微信
100004990121072700058221986800393738,2021/7/2 15:30,支出,50,通讯-电话费,交易成功,支付宝担保交易,中国电信官方旗舰店,手机充值,支付宝
4200001139202107204747088780,2021/7/5 10:19,支出,30,通讯-电话费,支付成功,商户消费,手机充值,30元手机话费-15632201831,微信
1000050001202107190800571249888,2021/7/7 20:50,支出,30,通讯-电话费,支付成功,商户消费,手机充值,30元手机话费-15632201831,微信
20210807200040011100080024584223,2021/8/1 9:33,支出,50,通讯-电话费,交易成功,支付宝担保交易,中国电信官方旗舰店,手机充值,支付宝
20210807200040011100080024582102,2021/8/4 19:02,支出,30,通讯-电话费,交易成功,支付宝担保交易,中国移动官方旗舰店,手机充值,支付宝
2021072222001469081448095465,2021/5/14 12:08,支出,590,通讯-网费,交易成功,即时到账交易,精灵王(**玲),一年网络费,支付宝
2021080722001469081402838724,2021/3/16 18:03,支出,9,学习-其他,支付成功,商户消费,北京拉勾网络技术有限公司,人人都能学会的数据分析-尊享版,微信
2021080222001469081459033655,2021/4/15 11:58,支出,4,学习-其他,已转账,扫二维码付款,起源广告有限公司,收款方备注:二维码收款,微信
2021072722001469081452955113,2021/5/12 15:01,支出,98.83,学习-其他,交易成功,即时到账交易,阿里云,云服务器ECS(包月),支付宝
2021072522001469081450615250,2021/6/15 11:14,支出,49,学习-其他,交易成功,即时到账交易,阿里云,.com 英文域名,支付宝
